Fecha,Amazonas,Ancash,Apurimac,Arequipa,Ayacucho,Cajamarca,Callao,Cusco,Huancavelica,Huánuco,Ica,Junín,La Libertad,Lambayeque,Lima,Loreto,Madre de Dios,Moquegua,Pasco,Piura,Puno,San Martín,Tacna ,Tumbes,Ucayali,No registrado
2005-01-01,0.17747598,188.67116525,0.0046213,27.92751664,0.23633488,83.76016196,94.4596187099999,28.97917014,0.0,0.08961528,69.4892972699999,52.62868008,35.6961911599999,13.31461987,327.89882314,4.68426189,0.43190006,170.00505146,11.43615445,63.6991736100002,4.43784698,3.94542865,72.2144352,3.96391074,1.20100574,4.70155549965057
2005-02-01,0.14609613,151.56680567,0.0,31.44148091,0.09542591,134.97155283,74.0120584899999,7.42876401,0.03528298,0.27758624,54.80528985,60.48788474,19.47024551,7.41558461,342.791299940002,5.86212993,0.89065971,100.39690865,18.01980403,68.8704715400003,5.71325029,0.85441985,39.72895264,5.76003123,1.66693419,4.28776544399443
2005-03-01,0.11884646,198.29166585,4.50036544,56.98445005,0.40723288,121.18026565,89.0439445499998,45.41003553,0.71745338,1.75166142,77.7718781,55.9758463,25.13556579,11.92601967,357.732883460005,2.91966116,0.83693271,108.51275557,53.52801535,61.3973847799999,7.04592495,0.23765933,53.41822191,5.26865043,1.90673924,5.47386583329308
2005-04-01,0.03829481,157.47766965,3.44882461,55.70698951,0.46353283,94.22573763,99.3698145499996,29.69912927,0.19681017,1.67901856,94.82684663,56.62911193,21.2015463,7.89074976999999,319.048882660003,6.97668818,0.69469128,171.1663463,32.42971456,54.70853942,6.01351488,2.84387477,27.26353596,5.79736912,2.21709167,5.78037499205334
2005-05-01,0.12459199,187.69135793,3.62304797,56.27676679,0.30110007,107.2318918,121.31998282,29.47844494,0.10205359,1.61485118,103.67467565,64.58658223,22.08969805,11.80042318,364.064295339998,6.5604575,0.2996266,123.12545126,15.80426919,75.57468719,6.12706453,3.31858552,34.31132672,6.97126824,2.8583447,5.84783671588457
2005-06-01,0.12578528,230.76927791,0.0,41.36397272,0.1706484,118.63082129,113.04254933,15.28153238,0.0,7.71280922,124.18155297,62.79415419,39.7228169700001,10.96438005,412.85561382,8.57861383,0.20064312,99.31650316,40.91258096,41.08895086,6.73985286,4.31465752,26.94046667,7.93274265,2.63370512,5.6663082698044
2005-07-01,0.25100082,241.34573271,3.3809657,59.48591541,0.61665699,99.3071738,117.37210315,12.29241857,0.0021361,0.28162892,136.88765092,70.99617387,62.7912425100001,13.57312566,396.981024470002,7.46858002,0.16012453,155.79173596,22.36964103,68.28428196,5.15504298,4.08271977,66.2298888199999,5.24063711,2.38204206,5.67972721467618
2005-08-01,0.26326217,209.1408892,2.83877949,50.61869328,0.48255581,116.36624821,124.40942432,34.10513301,0.00785351,4.60389732,100.33614398,59.81482674,60.6263987400001,11.88818593,401.92685689,8.34521680000001,0.56712159,120.35076407,37.50870985,91.2816209399999,9.71202372,2.55468944,32.14412915,4.06035388,2.66248009,5.16915893328155
2005-09-01,0.35541937,215.3668996,3.51315216,47.84766674,0.30197364,133.85588126,95.09496446,44.30976991,0.00889468,1.1701228,126.07139449,68.77926784,66.3361629000001,17.68370958,361.385254770001,5.06247215,0.1975889,153.03176767,22.08311662,72.7951057500001,8.80127409,5.82336988,42.92119064,4.2083443,2.06852612,6.07266899682486
2005-10-01,0.27305931,187.93125203,3.32232331,22.22956604,0.28704061,148.19151236,132.74142355,17.60535502,0.0009904,0.70207981,107.61303299,72.58488547,56.49807602,16.44629233,388.519084929998,4.31551737,0.17372643,125.43261672,23.60453986,39.01773943,11.23022946,3.44307748,91.7344382000001,5.47240672,3.12879321,6.37269754604131
2005-11-01,2.60653373,222.81968474,0.012768,82.4312958,0.41745124,183.12867073,76.6692912200002,38.51251057,0.053639,5.75406322,105.31588118,73.78285538,76.69555294,14.01313918,388.193040760004,5.33415893,0.0,104.97423859,29.88031719,79.3426234200001,8.52301169000001,4.53411489,28.3412294,6.6437419,1.89924039,6.43347204964971
